Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
250712-2,2025-07-14,40900012011,SOCIĀLĀS PALĪDZĪBAS ORGANIZATORS,Veselības aprūpe / Sociālā aprūpe,1031.000,1031.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-01,"","Atpūtas, Zalve, Zalves pag., Aizkraukles nov., LV-5112, Liepu 2, Ērberģe, Mazzalves pagasts, Aizkraukles novads, LV-5133, Nākotnes iela 4, Pilskalne, Pilskalnes pag., Aizkraukles nov., LV-5110",https://cvvp.nva.gov.lv/#/pub/vakances/420583355
250718-68,2025-07-18,40900012011,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Valsts pārvalde,1258.000,1258.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-08,"","Daugavas iela 1, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421078927
250718-71,2025-07-18,40900012011,SOCIĀLAIS DARBINIEKS DARBAM AR PERSONU GRUPĀM,Veselības aprūpe / Sociālā aprūpe,1258.000,1258.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-08,"","Daugavas iela 1, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421079104
250718-69,2025-07-18,40900012011,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1258.000,1258.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-08,"","Daugavas iela 85A, Skrīveri, Skrīveru pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421079024
250727-3,2025-07-27,40900012011,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,740.000,740.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-15,"","Sproģu skola, Sproģi, Zalves pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421706574
250602-189,2025-06-02,40900008425,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Nepilna slodze,"","",2025-07-31,"","Salaspils iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416495133
250722-57,2025-07-22,55403000541,Namu PĀRVALDNIEKS,Būvniecība / Nekustamais īpašums,1200.000,1200.000,Viena vesela slodze,Summētais darba laiks,40,2025-08-05,"","Smilšu iela 2, Viesīte, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421287948
250709-37,2025-07-09,40003286750,ELEKTROATSLĒDZNIEKS,Elektronika / Enerģētika / Elektroenerģija,1540.000,1750.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Kurzemes prospekts 17, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420280054
250721-78,2025-07-21,90000022632,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS (VALSTS PĀRVALDES JOMĀ),Valsts pārvalde,3877.000,4162.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421198347
250721-81,2025-07-21,90000022632,VECĀKAIS EKSPERTS,Valsts pārvalde,2042.000,2484.000,"","","",2025-07-31,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421198735
250723-14,2025-07-23,90000022632,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS (VALSTS PĀRVALDES JOMĀ),Valsts pārvalde,2646.000,2802.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-05,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421382527
250723-96,2025-07-23,90000022632,DROŠĪBAS SPECIĀLISTS,Valsts pārvalde,1965.000,2255.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-05,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421415097
250723-113,2025-07-23,90000022632,DATORSISTĒMU TEHNIĶIS,Valsts pārvalde,1965.000,2255.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-05,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421438293
250724-124,2025-07-24,90000022632,VECĀKAIS EKSPERTS,Valsts pārvalde,2042.000,2484.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-12,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421568470
250724-125,2025-07-24,90000022632,VECĀKAIS EKSPERTS,Valsts pārvalde,2042.000,2484.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-06,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421568758
250724-140,2025-07-25,90000022632,VECĀKAIS REFERENTS,Valsts pārvalde,1677.000,1972.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-07,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421573330
250710-40,2025-07-10,90000056357,PAŠVALDĪBAS PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Valsts pārvalde,2306.000,2306.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Jomas iela 1/5, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/420406896
250710-52,2025-07-10,90000056357,VECĀKAIS SPECIĀLISTS KAPITĀLDAĻU JAUTĀJUMOS,Valsts pārvalde,1848.000,1848.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Jomas iela 1/5, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/420413086
250722-42,2025-07-22,90000056357,PROJEKTA VADĪTĀJS,Valsts pārvalde,1962.000,1962.000,"","","",2025-08-04,"","Straumes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/421280442
250724-113,2025-07-24,90000056357,FINANSISTS,Valsts pārvalde,1572.000,1740.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-06,"","Jomas iela 1/5, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/421564929
250725-39,2025-07-25,90000056357,BŪVINSPEKTORS,Būvniecība / Nekustamais īpašums,1899.000,1899.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-07,"","Edinburgas prospekts 75, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/421625580
250512-75,2025-05-12,41503032140,INTERNISTS,Veselības aprūpe / Sociālā aprūpe,1813.000,1813.000,Viena vesela slodze,"","",2025-08-11,"","Rīgas iela 159, Krāslava, Krāslavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/414329691
250714-79,2025-07-14,50900009901,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,825.000,825.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30,"","Stendes iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420648614
250616-54,2025-06-16,40900014154,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1500.000,1600.000,Viena vesela slodze,Normālais darba laiks,8,2025-08-31,"","Ūnijas iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417953349
250616-61,2025-06-16,40900014154,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1500.000,1600.000,Viena vesela slodze,Normālais darba laiks,8,2025-08-31,"","Ūnijas iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417958173
250616-59,2025-06-16,40900014154,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1500.000,1600.000,Viena vesela slodze,Normālais darba laiks,8,2025-08-31,"","Ūnijas iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417957559
250616-57,2025-06-16,40900014154,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1500.000,1600.000,Viena vesela slodze,Normālais darba laiks,8,2025-08-31,"","Ūnijas iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417956440
250725-38,2025-07-25,40900014154,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1800.000,1900.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Ūnijas iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421624921
250725-41,2025-07-25,40900014154,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1500.000,1600.000,Viena vesela slodze,Normālais darba laiks,14,2025-08-31,"","Ūnijas iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421625985
250602-149,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,"","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416478004
250602-167,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416483029
250602-180,2025-06-02,40900014084,SPECIĀLAIS PEDAGOGS,Izglītība / Zinātne,1526.000,1526.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416488879
250602-154,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416479539
250602-161,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416481289
250602-164,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416482169
250602-170,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416484409
250602-173,2025-06-02,40900014084,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1400.000,1400.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416486720
250602-247,2025-06-02,40900014084,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,"","","",2025-08-31,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416518930
250704-188,2025-07-04,90000052389,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1058.000,1058.000,"","","",2025-07-31,"","Pērkoņu iela 21, Ventspils",https://cvvp.nva.gov.lv/#/pub/vakances/419875544
250616-146,2025-06-16,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Ražošana,1599.000,1599.000,Viena vesela slodze,Normālais darba laiks,30,2025-07-31,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418005879
250616-145,2025-06-16,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-07-31,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418005674
250616-148,2025-06-16,90009612809,PEDAGOGS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-01,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418006595
250715-43,2025-07-15,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420744678
250715-44,2025-07-15,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420744818
250715-48,2025-07-15,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1599.000,1599.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420747243
250715-47,2025-07-15,90009612809,Izglītības un skolu PSIHOLOGS,Izglītība / Zinātne,1511.400,1511.400,Viena vesela slodze,Normālais darba laiks,30,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420746640
250715-46,2025-07-15,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Ražošana,639.600,639.600,Nepilna slodze,Normālais darba laiks,12,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420745938
250715-50,2025-07-15,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420748685
250715-56,2025-07-15,90009612809,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1259.000,1259.000,Nepilna slodze,Nepilnais darba laiks,7,2025-08-17,"","Vadu iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420754679
250714-86,2025-07-14,90009621093,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1270.000,1270.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-01,"","Ogres meža tehnikums, Aizupes, Tīnūžu pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420652525
250714-84,2025-07-14,90009621093,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1270.000,1270.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-01,"","Ogres meža tehnikums, Aizupes, Tīnūžu pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420652066
250714-83,2025-07-14,90009621093,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1270.000,1270.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-01,"","Ogres meža tehnikums, Aizupes, Tīnūžu pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420651992
250714-88,2025-07-14,90009621093,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1270.000,1270.000,Nepilna darba nedēļa,Normālais darba laiks,30,2025-08-01,"","Ogres meža tehnikums, Aizupes, Tīnūžu pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420654874
250721-94,2025-07-21,90009621093,"INTERNĀTA, DIENESTA VIESNĪCAS SKOLOTĀJS",Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,"","",2025-08-10,"","Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421205812
250618-160,2025-06-19,90001747023,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1508.000,1675.000,Viena vesela slodze,"","",2025-08-17,"","Skola, Daugmale, Daugmales pag., Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/418271669
250729-172,2025-07-29,40900021870,FIZIOTERAPEITS,Izglītība / Zinātne,1364.000,1364.000,Viena vesela slodze,"","",2025-08-22,"","Skolas iela 21, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421944651
250612-26,2025-06-17,40900022448,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-31,"","Vārpas iela 2, Randene, Kalkūnes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417658204
250612-30,2025-06-17,40900022448,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-31,"","Vārpas iela 2, Randene, Kalkūnes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417659536
250612-28,2025-06-17,40900022448,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-31,"","Vārpas iela 2, Randene, Kalkūnes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417658939
250612-29,2025-06-17,40900022448,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-31,"","Vārpas iela 2, Randene, Kalkūnes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417659213
250723-41,2025-07-23,90000022399,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Vadība / Administrēšana,4724.160,4724.160,Viena vesela slodze,Normālais darba laiks,"",2025-08-07,"","Vaļņu iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421395541
250627-39,2025-06-27,90000025446,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1425.060,1425.060,Nepilna slodze,Maiņu darbs,36,2025-08-22,"","Kr. Valdemāra iela 18, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/418945956
250610-100,2025-06-12,90000025446,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1450.000,1450.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-01,"","Rūpnīcas iela 11, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/417421775
250613-85,2025-06-13,90000025446,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1448.550,1448.550,Nepilna slodze,Normālais darba laiks,37,2025-08-04,"","Raiņa iela 17, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/417815978
250625-13,2025-07-24,90000025446,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1409.400,1409.400,Viena vesela slodze,Maiņu darbs,"",2025-08-11,"","Kr. Valdemāra iela 3A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/418567206
250722-143,2025-07-23,90000025446,PAVĀRS,Pakalpojumi,740.000,740.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-13,"","Dārzu iela 17, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421322481
250725-88,2025-07-25,90000025446,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Lubānas iela 49, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421672818
250729-90,2025-07-29,90000025446,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,595.000,595.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-26,"","Dārzu iela 62A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/421901529
250603-126,2025-06-12,90000025446,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1600.000,1600.000,Viena vesela slodze,"","",2025-08-01,"","Rūpnīcas iela 11, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/416651349
250703-73,2025-07-03,90000158490,ĒKU UN APSAIMNIEKOJAMĀS TERITORIJAS PĀRZINIS,Valsts pārvalde,1488.000,1488.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Daugavpils iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419614192
250703-71,2025-07-03,90000158490,ĒKU UN APSAIMNIEKOJAMĀS TERITORIJAS PĀRZINIS,Valsts pārvalde,1371.000,1371.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Daugavpils iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419614059
250703-66,2025-07-03,90000158490,UZKOPŠANAS DARBU MEISTARS,Valsts pārvalde,1048.000,1048.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Daugavpils iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419612263
250708-18,2025-07-08,90000158490,UZKOPŠANAS DARBU MEISTARS,Valsts pārvalde,1048.000,1048.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Daugavpils iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420118786
250605-40,2025-06-05,40900004739,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,1194.000,1313.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-31,"","Ulbrokas vidusskola, Vālodzes, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416964318
250729-16,2025-07-29,40900004739,PEDAGOGS KARJERAS KONSULTANTS,Izglītība / Zinātne,1566.000,1726.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-31,"","Ulbrokas vidusskola, Vālodzes, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421861188
250729-17,2025-07-29,40900004739,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1506.000,1979.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-17,"","Ulbrokas vidusskola, Vālodzes, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421861684
250609-121,2025-06-09,90000047814,SOCIĀLAIS PEDAGOGS,Izglītība / Zinātne,1283.000,1283.000,Nepilna slodze,Normālais darba laiks,"",2025-08-15,"","Skolas iela 12, Upeslejas, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417301401
250609-123,2025-06-09,90000047814,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1590.000,1600.000,Viena vesela slodze,"","",2025-08-15,"","Skolas iela 12, Upeslejas, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417301716
250728-187,2025-07-28,90000012776,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Kultūra / Māksla,1470.000,1550.000,"","","",2025-08-10,"","Turaidas iela 10, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421829061
250602-108,2025-06-02,90009067337,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,325.500,325.500,"","","",2025-07-31,"","Skolas iela 1, Rauna, Raunas pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/416435050
250716-136,2025-07-16,90009067337,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,824.000,824.000,"","","",2025-07-31,"","Bitītes, Trapene, Trapenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420904324
250716-142,2025-07-16,90009067337,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,769.000,769.000,"","","",2025-07-31,"","Bitītes, Trapene, Trapenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420906705
250718-38,2025-07-18,90009067337,Izglītības un skolu PSIHOLOGS,Izglītība / Zinātne,1175.000,1693.000,"","","",2025-08-10,"","Dārza iela 11, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421062347
250721-10,2025-07-21,90009067337,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,2128.000,2246.000,"","","",2025-08-03,"","Dārza iela 11, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421157190
250721-198,2025-07-22,90009067337,JURISTS,Jurisprudence / Tieslietas,1709.000,1804.000,Viena vesela slodze,"",0,2025-08-04,"","Dārza iela 3, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421253974
250721-199,2025-07-22,90009067337,BIROJA ADMINISTRATORS,Vadība / Administrēšana,1052.000,1109.000,Viena vesela slodze,"","",2025-08-04,"","Dārza iela 3, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421254009
250722-70,2025-07-22,90009067337,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,Viena vesela slodze,"","",2025-07-31,"","Bitītes, Trapene, Trapenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421294794
250722-158,2025-07-22,90009067337,KULTŪRAS METODIĶIS,Kultūra / Māksla,1522.000,1685.000,"","","",2025-08-03,"","Gaujas iela 1, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421331775
250722-178,2025-07-22,90009067337,PROJEKTA VADĪTĀJS,Būvniecība / Nekustamais īpašums,1899.000,1899.000,"","","",2025-08-29,"","Dārza iela 3, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421340599
250723-29,2025-07-23,90009067337,Mākslinieciskais VADĪTĀJS,Kultūra / Māksla,1052.000,1166.000,"","","",2025-08-06,"","Gaujas iela 1, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421390150
250725-72,2025-07-25,90009067337,AUTOMOBIĻA VADĪTĀJS,Pakalpojumi,4.976,4.976,"","","",2025-08-18,"","Vidzemes iela 2, Rauna, Raunas pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421658260
